"s"	"v"	"i"	"x"	"y"
1	0	2	500	750
1	0	2	493.573	749.918
1	0	2	487.185	749.673
1	0	2	480.838	749.267
1	0	2	474.533	748.703
1	0	2	468.273	747.982
1	0	2	462.059	747.106
1	0	2	455.895	746.077
1	0	2	449.78	744.897
1	0	2	443.719	743.569
1	0	2	437.712	742.094
1	0	2	431.761	740.474
1	0	2	425.87	738.712
1	0	2	420.039	736.808
1	0	2	414.27	734.766
1	0	2	408.567	732.587
1	0	2	402.93	730.273
1	0	2	391.864	725.25
1	0	2	381.088	719.711
1	0	2	370.62	713.674
1	0	2	360.474	707.153
1	0	2	350.666	700.166
1	0	2	341.214	692.728
1	0	2	332.132	684.855
1	0	2	323.438	676.562
1	0	2	315.145	667.868
1	0	2	307.272	658.786
1	0	2	299.834	649.334
1	0	2	292.847	639.526
1	0	2	286.326	629.38
1	0	2	280.289	618.912
1	0	2	274.75	608.136
1	0	2	269.727	597.07
1	0	2	267.413	591.433
1	0	2	265.234	585.73
1	0	2	263.192	579.961
1	0	2	261.288	574.13
1	0	2	259.526	568.239
1	0	2	257.906	562.288
1	0	2	256.431	556.281
1	0	2	255.103	550.22
1	0	2	253.923	544.105
1	0	2	252.894	537.941
1	0	2	252.018	531.727
1	0	2	251.297	525.467
1	0	2	250.733	519.162
1	0	2	250.327	512.815
1	0	2	250.082	506.427
1	0	2	250	500
1	0	2	250.082	493.573
1	0	2	250.327	487.185
1	0	2	250.733	480.838
1	0	2	251.297	474.533
1	0	2	252.018	468.273
1	0	2	252.894	462.059
1	0	2	253.923	455.895
1	0	2	255.103	449.78
1	0	2	256.431	443.719
1	0	2	257.906	437.712
1	0	2	259.526	431.761
1	0	2	261.288	425.87
1	0	2	263.192	420.039
1	0	2	265.234	414.27
1	0	2	267.413	408.567
1	0	2	269.727	402.93
1	0	2	274.75	391.864
1	0	2	280.289	381.088
1	0	2	286.326	370.62
1	0	2	292.847	360.474
1	0	2	299.834	350.666
1	0	2	307.272	341.214
1	0	2	315.145	332.132
1	0	2	323.438	323.438
1	0	2	332.132	315.145
1	0	2	341.214	307.272
1	0	2	350.666	299.834
1	0	2	360.474	292.847
1	0	2	370.62	286.326
1	0	2	381.088	280.289
1	0	2	391.864	274.75
1	0	2	402.93	269.727
1	0	2	408.567	267.413
1	0	2	414.27	265.234
1	0	2	420.039	263.192
1	0	2	425.87	261.288
1	0	2	431.761	259.526
1	0	2	437.712	257.906
1	0	2	443.719	256.431
1	0	2	449.78	255.103
1	0	2	455.895	253.923
1	0	2	462.059	252.894
1	0	2	468.273	252.018
1	0	2	474.533	251.297
1	0	2	480.838	250.733
1	0	2	487.185	250.327
1	0	2	493.573	250.082
1	0	2	500	250
1	0	2	506.427	250.082
1	0	2	512.815	250.327
1	0	2	519.162	250.733
1	0	2	525.467	251.297
1	0	2	531.727	252.018
1	0	2	537.941	252.894
1	0	2	544.105	253.923
1	0	2	550.22	255.103
1	0	2	556.281	256.431
1	0	2	562.288	257.906
1	0	2	568.239	259.526
1	0	2	574.13	261.288
1	0	2	579.961	263.192
1	0	2	585.73	265.234
1	0	2	591.433	267.413
1	0	2	597.07	269.727
1	0	2	608.136	274.75
1	0	2	618.912	280.289
1	0	2	629.38	286.326
1	0	2	639.526	292.847
1	0	2	649.334	299.834
1	0	2	658.786	307.272
1	0	2	667.868	315.145
1	0	2	676.562	323.438
1	0	2	684.855	332.132
1	0	2	692.728	341.214
1	0	2	700.166	350.666
1	0	2	707.153	360.474
1	0	2	713.674	370.62
1	0	2	719.711	381.088
1	0	2	725.25	391.864
1	0	2	730.273	402.93
1	0	2	732.587	408.567
1	0	2	734.766	414.27
1	0	2	736.808	420.039
1	0	2	738.712	425.87
1	0	2	740.474	431.761
1	0	2	742.094	437.712
1	0	2	743.569	443.719
1	0	2	744.897	449.78
1	0	2	746.077	455.895
1	0	2	747.106	462.059
1	0	2	747.982	468.273
1	0	2	748.703	474.533
1	0	2	749.267	480.838
1	0	2	749.673	487.185
1	0	2	749.918	493.573
1	0	2	750	500
1	0	2	749.918	506.427
1	0	2	749.673	512.815
1	0	2	749.267	519.162
1	0	2	748.703	525.467
1	0	2	747.982	531.727
1	0	2	747.106	537.941
1	0	2	746.077	544.105
1	0	2	744.897	550.22
1	0	2	743.569	556.281
1	0	2	742.094	562.288
1	0	2	740.474	568.239
1	0	2	738.712	574.13
1	0	2	736.808	579.961
1	0	2	734.766	585.73
1	0	2	732.587	591.433
1	0	2	730.273	597.07
1	0	2	725.25	608.136
1	0	2	719.711	618.912
1	0	2	713.674	629.38
1	0	2	707.153	639.526
1	0	2	700.166	649.334
1	0	2	692.728	658.786
1	0	2	684.855	667.868
1	0	2	676.562	676.562
1	0	2	667.868	684.855
1	0	2	658.786	692.728
1	0	2	649.334	700.166
1	0	2	639.526	707.153
1	0	2	629.38	713.674
1	0	2	618.912	719.711
1	0	2	608.136	725.25
1	0	2	597.07	730.273
1	0	2	591.433	732.587
1	0	2	585.73	734.766
1	0	2	579.961	736.808
1	0	2	574.13	738.712
1	0	2	568.239	740.474
1	0	2	562.288	742.094
1	0	2	556.281	743.569
1	0	2	550.22	744.897
1	0	2	544.105	746.077
1	0	2	537.941	747.106
1	0	2	531.727	747.982
1	0	2	525.467	748.703
1	0	2	519.162	749.267
1	0	2	512.815	749.673
1	0	2	506.427	749.918
1	0	2	500	750
1	0	2	500	750
1	0	2	NA	NA
NA	NA	NA	NA	NA
2	0	2	500	284
2	0	2	506.935	279.998
2	0	2	514.046	276.243
2	0	2	521.319	272.736
2	0	2	528.742	269.477
2	0	2	536.303	266.466
2	0	2	543.989	263.706
2	0	2	551.788	261.196
2	0	2	559.688	258.938
2	0	2	567.675	256.931
2	0	2	575.737	255.177
2	0	2	583.863	253.676
2	0	2	592.039	252.43
2	0	2	600.253	251.438
2	0	2	608.493	250.702
2	0	2	616.746	250.223
2	0	2	625	250
2	0	2	631.427	250.082
2	0	2	637.815	250.327
2	0	2	644.162	250.733
2	0	2	650.467	251.297
2	0	2	656.727	252.018
2	0	2	662.941	252.894
2	0	2	669.105	253.923
2	0	2	675.22	255.103
2	0	2	681.281	256.431
2	0	2	687.288	257.906
2	0	2	693.239	259.526
2	0	2	699.13	261.288
2	0	2	704.961	263.192
2	0	2	710.73	265.234
2	0	2	716.433	267.413
2	0	2	722.07	269.727
2	0	2	733.136	274.75
2	0	2	743.912	280.289
2	0	2	754.38	286.326
2	0	2	764.526	292.847
2	0	2	774.334	299.834
2	0	2	783.786	307.272
2	0	2	792.868	315.145
2	0	2	801.562	323.438
2	0	2	809.855	332.132
2	0	2	817.728	341.214
2	0	2	825.166	350.666
2	0	2	832.153	360.474
2	0	2	838.674	370.62
2	0	2	844.711	381.088
2	0	2	850.25	391.864
2	0	2	855.273	402.93
2	0	2	857.587	408.567
2	0	2	859.766	414.27
2	0	2	861.808	420.039
2	0	2	863.712	425.87
2	0	2	865.474	431.761
2	0	2	867.094	437.712
2	0	2	868.569	443.719
2	0	2	869.897	449.78
2	0	2	871.077	455.895
2	0	2	872.106	462.059
2	0	2	872.982	468.273
2	0	2	873.703	474.533
2	0	2	874.267	480.838
2	0	2	874.673	487.185
2	0	2	874.918	493.573
2	0	2	875	500
2	0	2	874.918	506.427
2	0	2	874.673	512.815
2	0	2	874.267	519.162
2	0	2	873.703	525.467
2	0	2	872.982	531.727
2	0	2	872.106	537.941
2	0	2	871.077	544.105
2	0	2	869.897	550.22
2	0	2	868.569	556.281
2	0	2	867.094	562.288
2	0	2	865.474	568.239
2	0	2	863.712	574.13
2	0	2	861.808	579.961
2	0	2	859.766	585.73
2	0	2	857.587	591.433
2	0	2	855.273	597.07
2	0	2	850.25	608.136
2	0	2	844.711	618.912
2	0	2	838.674	629.38
2	0	2	832.153	639.526
2	0	2	825.166	649.334
2	0	2	817.728	658.786
2	0	2	809.855	667.868
2	0	2	801.562	676.562
2	0	2	792.868	684.855
2	0	2	783.786	692.728
2	0	2	774.334	700.166
2	0	2	764.526	707.153
2	0	2	754.38	713.674
2	0	2	743.912	719.711
2	0	2	733.136	725.25
2	0	2	722.07	730.273
2	0	2	716.433	732.587
2	0	2	710.73	734.766
2	0	2	704.961	736.808
2	0	2	699.13	738.712
2	0	2	693.239	740.474
2	0	2	687.288	742.094
2	0	2	681.281	743.569
2	0	2	675.22	744.897
2	0	2	669.105	746.077
2	0	2	662.941	747.106
2	0	2	656.727	747.982
2	0	2	650.467	748.703
2	0	2	644.162	749.267
2	0	2	637.815	749.673
2	0	2	631.427	749.918
2	0	2	625	750
2	0	2	616.746	749.86
2	0	2	608.493	749.441
2	0	2	600.253	748.748
2	0	2	592.039	747.781
2	0	2	583.863	746.545
2	0	2	575.737	745.043
2	0	2	567.675	743.277
2	0	2	559.688	741.25
2	0	2	551.788	738.965
2	0	2	543.989	736.426
2	0	2	536.303	733.634
2	0	2	528.742	730.594
2	0	2	521.319	727.307
2	0	2	514.046	723.777
2	0	2	506.935	720.007
2	0	2	500	716
2	0	2	500	716
2	0	2	507.683	711.328
2	0	2	515.122	706.458
2	0	2	522.317	701.395
2	0	2	529.268	696.147
2	0	2	535.975	690.719
2	0	2	542.438	685.118
2	0	2	548.657	679.35
2	0	2	554.633	673.423
2	0	2	560.364	667.342
2	0	2	565.852	661.113
2	0	2	571.096	654.744
2	0	2	576.096	648.24
2	0	2	580.852	641.608
2	0	2	585.364	634.854
2	0	2	589.632	627.985
2	0	2	593.656	621.008
2	0	2	597.437	613.928
2	0	2	600.973	606.752
2	0	2	604.266	599.487
2	0	2	607.314	592.138
2	0	2	610.119	584.713
2	0	2	612.68	577.218
2	0	2	614.997	569.659
2	0	2	617.07	562.042
2	0	2	618.9	554.374
2	0	2	620.485	546.662
2	0	2	621.826	538.912
2	0	2	622.924	531.13
2	0	2	623.777	523.322
2	0	2	624.387	515.496
2	0	2	624.753	507.657
2	0	2	624.875	499.812
2	0	2	624.753	491.968
2	0	2	624.387	484.13
2	0	2	623.777	476.306
2	0	2	622.924	468.501
2	0	2	621.826	460.722
2	0	2	620.485	452.976
2	0	2	618.9	445.269
2	0	2	617.07	437.606
2	0	2	614.997	429.996
2	0	2	612.68	422.444
2	0	2	610.119	414.956
2	0	2	607.314	407.539
2	0	2	604.266	400.2
2	0	2	600.973	392.945
2	0	2	597.437	385.779
2	0	2	593.656	378.711
2	0	2	589.632	371.745
2	0	2	585.364	364.89
2	0	2	580.852	358.15
2	0	2	576.096	351.532
2	0	2	571.096	345.043
2	0	2	565.852	338.689
2	0	2	560.364	332.477
2	0	2	554.633	326.413
2	0	2	548.657	320.503
2	0	2	542.438	314.755
2	0	2	535.975	309.173
2	0	2	529.268	303.766
2	0	2	522.317	298.538
2	0	2	515.122	293.497
2	0	2	507.683	288.649
2	0	2	500	284
2	0	2	NA	NA
NA	NA	NA	NA	NA
2	0	3	500	284
2	0	3	492.317	288.671
2	0	3	484.878	293.541
2	0	3	477.683	298.602
2	0	3	470.732	303.848
2	0	3	464.025	309.273
2	0	3	457.562	314.87
2	0	3	451.343	320.634
2	0	3	445.367	326.557
2	0	3	439.636	332.633
2	0	3	434.148	338.856
2	0	3	428.904	345.22
2	0	3	423.904	351.718
2	0	3	419.148	358.343
2	0	3	414.636	365.09
2	0	3	410.368	371.952
2	0	3	406.344	378.922
2	0	3	402.563	385.994
2	0	3	399.027	393.163
2	0	3	395.734	400.42
2	0	3	392.686	407.761
2	0	3	389.881	415.178
2	0	3	387.32	422.666
2	0	3	385.003	430.217
2	0	3	382.93	437.826
2	0	3	381.1	445.486
2	0	3	379.515	453.191
2	0	3	378.174	460.934
2	0	3	377.076	468.709
2	0	3	376.223	476.509
2	0	3	375.613	484.329
2	0	3	375.247	492.161
2	0	3	375.125	500
2	0	3	375.247	507.839
2	0	3	375.613	515.671
2	0	3	376.223	523.491
2	0	3	377.076	531.291
2	0	3	378.174	539.066
2	0	3	379.515	546.809
2	0	3	381.1	554.514
2	0	3	382.93	562.174
2	0	3	385.003	569.783
2	0	3	387.32	577.334
2	0	3	389.881	584.822
2	0	3	392.686	592.239
2	0	3	395.734	599.58
2	0	3	399.027	606.837
2	0	3	402.563	614.006
2	0	3	406.344	621.078
2	0	3	410.368	628.048
2	0	3	414.636	634.91
2	0	3	419.148	641.657
2	0	3	423.904	648.282
2	0	3	428.904	654.78
2	0	3	434.148	661.144
2	0	3	439.636	667.367
2	0	3	445.367	673.443
2	0	3	451.343	679.366
2	0	3	457.562	685.13
2	0	3	464.025	690.727
2	0	3	470.732	696.152
2	0	3	477.683	701.398
2	0	3	484.878	706.459
2	0	3	492.317	711.329
2	0	3	500	716
2	0	3	500	716
2	0	3	493.065	720.007
2	0	3	485.954	723.777
2	0	3	478.681	727.307
2	0	3	471.258	730.594
2	0	3	463.697	733.634
2	0	3	456.011	736.426
2	0	3	448.212	738.965
2	0	3	440.312	741.25
2	0	3	432.325	743.277
2	0	3	424.263	745.043
2	0	3	416.137	746.545
2	0	3	407.961	747.781
2	0	3	399.747	748.748
2	0	3	391.507	749.441
2	0	3	383.254	749.86
2	0	3	375	750
2	0	3	368.573	749.918
2	0	3	362.185	749.673
2	0	3	355.838	749.267
2	0	3	349.533	748.703
2	0	3	343.273	747.982
2	0	3	337.059	747.106
2	0	3	330.895	746.077
2	0	3	324.78	744.897
2	0	3	318.719	743.569
2	0	3	312.712	742.094
2	0	3	306.761	740.474
2	0	3	300.87	738.712
2	0	3	295.039	736.808
2	0	3	289.27	734.766
2	0	3	283.567	732.587
2	0	3	277.93	730.273
2	0	3	266.864	725.25
2	0	3	256.088	719.711
2	0	3	245.62	713.674
2	0	3	235.474	707.153
2	0	3	225.666	700.166
2	0	3	216.214	692.728
2	0	3	207.132	684.855
2	0	3	198.438	676.562
2	0	3	190.145	667.868
2	0	3	182.272	658.786
2	0	3	174.834	649.334
2	0	3	167.847	639.526
2	0	3	161.326	629.38
2	0	3	155.289	618.912
2	0	3	149.75	608.136
2	0	3	144.727	597.07
2	0	3	142.413	591.433
2	0	3	140.234	585.73
2	0	3	138.192	579.961
2	0	3	136.288	574.13
2	0	3	134.526	568.239
2	0	3	132.906	562.288
2	0	3	131.431	556.281
2	0	3	130.103	550.22
2	0	3	128.923	544.105
2	0	3	127.894	537.941
2	0	3	127.018	531.727
2	0	3	126.297	525.467
2	0	3	125.733	519.162
2	0	3	125.327	512.815
2	0	3	125.082	506.427
2	0	3	125	500
2	0	3	125.082	493.573
2	0	3	125.327	487.185
2	0	3	125.733	480.838
2	0	3	126.297	474.533
2	0	3	127.018	468.273
2	0	3	127.894	462.059
2	0	3	128.923	455.895
2	0	3	130.103	449.78
2	0	3	131.431	443.719
2	0	3	132.906	437.712
2	0	3	134.526	431.761
2	0	3	136.288	425.87
2	0	3	138.192	420.039
2	0	3	140.234	414.27
2	0	3	142.413	408.567
2	0	3	144.727	402.93
2	0	3	149.75	391.864
2	0	3	155.289	381.088
2	0	3	161.326	370.62
2	0	3	167.847	360.474
2	0	3	174.834	350.666
2	0	3	182.272	341.214
2	0	3	190.145	332.132
2	0	3	198.438	323.438
2	0	3	207.132	315.145
2	0	3	216.214	307.272
2	0	3	225.666	299.834
2	0	3	235.474	292.847
2	0	3	245.62	286.326
2	0	3	256.088	280.289
2	0	3	266.864	274.75
2	0	3	277.93	269.727
2	0	3	283.567	267.413
2	0	3	289.27	265.234
2	0	3	295.039	263.192
2	0	3	300.87	261.288
2	0	3	306.761	259.526
2	0	3	312.712	257.906
2	0	3	318.719	256.431
2	0	3	324.78	255.103
2	0	3	330.895	253.923
2	0	3	337.059	252.894
2	0	3	343.273	252.018
2	0	3	349.533	251.297
2	0	3	355.838	250.733
2	0	3	362.185	250.327
2	0	3	368.573	250.082
2	0	3	375	250
2	0	3	383.254	250.223
2	0	3	391.507	250.702
2	0	3	399.747	251.438
2	0	3	407.961	252.43
2	0	3	416.137	253.676
2	0	3	424.263	255.177
2	0	3	432.325	256.931
2	0	3	440.312	258.938
2	0	3	448.212	261.196
2	0	3	456.011	263.706
2	0	3	463.697	266.466
2	0	3	471.258	269.477
2	0	3	478.681	272.736
2	0	3	485.954	276.243
2	0	3	493.065	279.998
2	0	3	500	284
2	0	3	NA	NA
NA	NA	NA	NA	NA
2	0	4	500	284
2	0	4	492.317	288.671
2	0	4	484.878	293.541
2	0	4	477.683	298.602
2	0	4	470.732	303.848
2	0	4	464.025	309.273
2	0	4	457.562	314.87
2	0	4	451.343	320.634
2	0	4	445.367	326.557
2	0	4	439.636	332.633
2	0	4	434.148	338.856
2	0	4	428.904	345.22
2	0	4	423.904	351.718
2	0	4	419.148	358.343
2	0	4	414.636	365.09
2	0	4	410.368	371.952
2	0	4	406.344	378.922
2	0	4	402.563	385.994
2	0	4	399.027	393.163
2	0	4	395.734	400.42
2	0	4	392.686	407.761
2	0	4	389.881	415.178
2	0	4	387.32	422.666
2	0	4	385.003	430.217
2	0	4	382.93	437.826
2	0	4	381.1	445.486
2	0	4	379.515	453.191
2	0	4	378.174	460.934
2	0	4	377.076	468.709
2	0	4	376.223	476.509
2	0	4	375.613	484.329
2	0	4	375.247	492.161
2	0	4	375.125	500
2	0	4	375.247	507.839
2	0	4	375.613	515.671
2	0	4	376.223	523.491
2	0	4	377.076	531.291
2	0	4	378.174	539.066
2	0	4	379.515	546.809
2	0	4	381.1	554.514
2	0	4	382.93	562.174
2	0	4	385.003	569.783
2	0	4	387.32	577.334
2	0	4	389.881	584.822
2	0	4	392.686	592.239
2	0	4	395.734	599.58
2	0	4	399.027	606.837
2	0	4	402.563	614.006
2	0	4	406.344	621.078
2	0	4	410.368	628.048
2	0	4	414.636	634.91
2	0	4	419.148	641.657
2	0	4	423.904	648.282
2	0	4	428.904	654.78
2	0	4	434.148	661.144
2	0	4	439.636	667.367
2	0	4	445.367	673.443
2	0	4	451.343	679.366
2	0	4	457.562	685.13
2	0	4	464.025	690.727
2	0	4	470.732	696.152
2	0	4	477.683	701.398
2	0	4	484.878	706.459
2	0	4	492.317	711.329
2	0	4	500	716
2	0	4	500	716
2	0	4	507.683	711.328
2	0	4	515.122	706.458
2	0	4	522.317	701.395
2	0	4	529.268	696.147
2	0	4	535.975	690.719
2	0	4	542.438	685.118
2	0	4	548.657	679.35
2	0	4	554.633	673.423
2	0	4	560.364	667.342
2	0	4	565.852	661.113
2	0	4	571.096	654.744
2	0	4	576.096	648.24
2	0	4	580.852	641.608
2	0	4	585.364	634.854
2	0	4	589.632	627.985
2	0	4	593.656	621.008
2	0	4	597.437	613.928
2	0	4	600.973	606.752
2	0	4	604.266	599.487
2	0	4	607.314	592.138
2	0	4	610.119	584.713
2	0	4	612.68	577.218
2	0	4	614.997	569.659
2	0	4	617.07	562.042
2	0	4	618.9	554.374
2	0	4	620.485	546.662
2	0	4	621.826	538.912
2	0	4	622.924	531.13
2	0	4	623.777	523.322
2	0	4	624.387	515.496
2	0	4	624.753	507.657
2	0	4	624.875	499.812
2	0	4	624.753	491.968
2	0	4	624.387	484.13
2	0	4	623.777	476.306
2	0	4	622.924	468.501
2	0	4	621.826	460.722
2	0	4	620.485	452.976
2	0	4	618.9	445.269
2	0	4	617.07	437.606
2	0	4	614.997	429.996
2	0	4	612.68	422.444
2	0	4	610.119	414.956
2	0	4	607.314	407.539
2	0	4	604.266	400.2
2	0	4	600.973	392.945
2	0	4	597.437	385.779
2	0	4	593.656	378.711
2	0	4	589.632	371.745
2	0	4	585.364	364.89
2	0	4	580.852	358.15
2	0	4	576.096	351.532
2	0	4	571.096	345.043
2	0	4	565.852	338.689
2	0	4	560.364	332.477
2	0	4	554.633	326.413
2	0	4	548.657	320.503
2	0	4	542.438	314.755
2	0	4	535.975	309.173
2	0	4	529.268	303.766
2	0	4	522.317	298.538
2	0	4	515.122	293.497
2	0	4	507.683	288.649
2	0	4	500	284
2	0	4	NA	NA
NA	NA	NA	NA	NA
3	0	2	625	391.5
3	0	2	624.896	383.325
3	0	2	624.511	375.172
3	0	2	623.85	367.049
3	0	2	622.914	358.963
3	0	2	621.709	350.92
3	0	2	620.237	342.928
3	0	2	618.502	334.993
3	0	2	616.508	327.122
3	0	2	614.258	319.322
3	0	2	611.755	311.601
3	0	2	609.004	303.964
3	0	2	606.007	296.42
3	0	2	602.768	288.974
3	0	2	599.292	281.635
3	0	2	595.58	274.407
3	0	2	591.638	267.3
3	0	2	587.467	260.319
3	0	2	583.073	253.472
3	0	2	578.458	246.765
3	0	2	573.626	240.205
3	0	2	568.581	233.8
3	0	2	563.325	227.555
3	0	2	557.863	221.479
3	0	2	552.198	215.578
3	0	2	546.334	209.859
3	0	2	540.274	204.329
3	0	2	534.022	198.994
3	0	2	527.581	193.862
3	0	2	520.955	188.94
3	0	2	514.147	184.234
3	0	2	507.161	179.752
3	0	2	500	175.5
3	0	2	500	175.5
3	0	2	507.529	171.333
3	0	2	515.112	167.457
3	0	2	522.747	163.868
3	0	2	530.43	160.562
3	0	2	538.156	157.539
3	0	2	545.923	154.793
3	0	2	553.726	152.323
3	0	2	561.562	150.125
3	0	2	569.428	148.197
3	0	2	577.319	146.535
3	0	2	585.233	145.137
3	0	2	593.164	144
3	0	2	601.11	143.121
3	0	2	609.067	142.496
3	0	2	617.032	142.124
3	0	2	625	142
3	0	2	631.454	142.082
3	0	2	637.868	142.325
3	0	2	644.239	142.728
3	0	2	650.567	143.289
3	0	2	656.848	144.006
3	0	2	663.082	144.877
3	0	2	669.265	145.9
3	0	2	675.396	147.073
3	0	2	681.474	148.394
3	0	2	687.495	149.862
3	0	2	693.459	151.473
3	0	2	699.362	153.226
3	0	2	705.204	155.12
3	0	2	710.982	157.152
3	0	2	716.694	159.321
3	0	2	722.339	161.623
3	0	2	733.417	166.624
3	0	2	744.201	172.139
3	0	2	754.674	178.151
3	0	2	764.822	184.646
3	0	2	774.627	191.608
3	0	2	784.076	199.021
3	0	2	793.151	206.869
3	0	2	801.837	215.138
3	0	2	810.119	223.81
3	0	2	817.981	232.87
3	0	2	825.406	242.303
3	0	2	832.38	252.093
3	0	2	838.886	262.224
3	0	2	844.909	272.681
3	0	2	850.433	283.447
3	0	2	855.442	294.508
3	0	2	857.749	300.144
3	0	2	859.921	305.847
3	0	2	861.957	311.616
3	0	2	863.854	317.449
3	0	2	865.61	323.344
3	0	2	867.225	329.298
3	0	2	868.694	335.31
3	0	2	870.018	341.378
3	0	2	871.193	347.5
3	0	2	872.218	353.674
3	0	2	873.09	359.898
3	0	2	873.808	366.171
3	0	2	874.371	372.489
3	0	2	874.774	378.851
3	0	2	875.018	385.255
3	0	2	875.1	391.7
3	0	2	874.98	399.39
3	0	2	874.622	407.044
3	0	2	874.031	414.655
3	0	2	873.211	422.217
3	0	2	872.165	429.725
3	0	2	870.897	437.173
3	0	2	869.412	444.554
3	0	2	867.712	451.862
3	0	2	865.804	459.093
3	0	2	863.689	466.238
3	0	2	861.372	473.293
3	0	2	858.858	480.252
3	0	2	856.149	487.107
3	0	2	853.251	493.855
3	0	2	850.167	500.488
3	0	2	846.9	507
3	0	2	842.223	515.525
3	0	2	837.31	523.74
3	0	2	832.173	531.649
3	0	2	826.823	539.256
3	0	2	821.271	546.566
3	0	2	815.528	553.582
3	0	2	809.605	560.309
3	0	2	803.513	566.75
3	0	2	797.262	572.91
3	0	2	790.864	578.793
3	0	2	784.33	584.403
3	0	2	777.67	589.744
3	0	2	770.897	594.82
3	0	2	764.02	599.635
3	0	2	757.051	604.194
3	0	2	750	608.5
3	0	2	750	608.5
3	0	2	749.843	599.458
3	0	2	749.376	590.523
3	0	2	748.607	581.698
3	0	2	747.541	572.987
3	0	2	746.186	564.395
3	0	2	744.549	555.925
3	0	2	742.635	547.581
3	0	2	740.453	539.367
3	0	2	738.009	531.287
3	0	2	735.309	523.346
3	0	2	732.36	515.546
3	0	2	729.17	507.892
3	0	2	725.744	500.387
3	0	2	722.091	493.037
3	0	2	718.215	485.844
3	0	2	714.125	478.812
3	0	2	709.827	471.947
3	0	2	705.327	465.25
3	0	2	700.634	458.727
3	0	2	695.752	452.382
3	0	2	690.689	446.218
3	0	2	685.453	440.238
3	0	2	680.049	434.448
3	0	2	674.484	428.852
3	0	2	668.766	423.452
3	0	2	662.901	418.253
3	0	2	656.895	413.259
3	0	2	650.756	408.474
3	0	2	644.49	403.901
3	0	2	638.104	399.546
3	0	2	631.605	395.41
3	0	2	625	391.5
3	0	2	NA	NA
NA	NA	NA	NA	NA
3	0	3	750	608.5
3	0	3	749.919	614.835
3	0	3	749.677	621.137
3	0	3	749.277	627.403
3	0	3	748.719	633.632
3	0	3	748.007	639.82
3	0	3	747.142	645.966
3	0	3	746.125	652.068
3	0	3	744.959	658.124
3	0	3	743.646	664.131
3	0	3	742.187	670.088
3	0	3	740.584	675.992
3	0	3	738.84	681.841
3	0	3	734.934	693.367
3	0	3	730.484	704.648
3	0	3	725.506	715.668
3	0	3	720.013	726.41
3	0	3	714.023	736.856
3	0	3	707.549	746.989
3	0	3	700.607	756.794
3	0	3	693.212	766.252
3	0	3	685.38	775.347
3	0	3	677.125	784.062
3	0	3	668.463	792.381
3	0	3	659.409	800.285
3	0	3	649.978	807.758
3	0	3	640.186	814.784
3	0	3	630.047	821.345
3	0	3	619.576	827.424
3	0	3	608.79	833.005
3	0	3	597.703	838.07
3	0	3	592.052	840.404
3	0	3	586.33	842.603
3	0	3	580.542	844.664
3	0	3	574.687	846.586
3	0	3	568.769	848.367
3	0	3	562.789	850.003
3	0	3	556.749	851.494
3	0	3	550.65	852.837
3	0	3	544.496	854.03
3	0	3	538.287	855.07
3	0	3	532.026	855.957
3	0	3	525.714	856.687
3	0	3	519.354	857.258
3	0	3	512.947	857.669
3	0	3	506.495	857.917
3	0	3	500	858
3	0	3	493.505	857.917
3	0	3	487.053	857.669
3	0	3	480.646	857.258
3	0	3	474.286	856.687
3	0	3	467.974	855.957
3	0	3	461.713	855.07
3	0	3	455.504	854.03
3	0	3	449.35	852.837
3	0	3	443.251	851.494
3	0	3	437.211	850.003
3	0	3	431.231	848.367
3	0	3	425.313	846.586
3	0	3	419.458	844.664
3	0	3	413.67	842.603
3	0	3	407.948	840.404
3	0	3	402.297	838.07
3	0	3	391.21	833.005
3	0	3	380.424	827.424
3	0	3	369.953	821.345
3	0	3	359.814	814.784
3	0	3	350.022	807.758
3	0	3	340.591	800.285
3	0	3	331.537	792.381
3	0	3	322.875	784.062
3	0	3	314.62	775.347
3	0	3	306.788	766.252
3	0	3	299.393	756.794
3	0	3	292.451	746.989
3	0	3	285.977	736.856
3	0	3	279.987	726.41
3	0	3	274.494	715.668
3	0	3	269.516	704.648
3	0	3	265.066	693.367
3	0	3	261.16	681.841
3	0	3	259.416	675.992
3	0	3	257.813	670.088
3	0	3	256.354	664.131
3	0	3	255.041	658.124
3	0	3	253.875	652.068
3	0	3	252.858	645.966
3	0	3	251.993	639.82
3	0	3	251.281	633.632
3	0	3	250.723	627.403
3	0	3	250.323	621.137
3	0	3	250.081	614.835
3	0	3	250	608.5
3	0	3	250	608.5
3	0	3	257.251	612.526
3	0	3	264.598	616.296
3	0	3	272.037	619.81
3	0	3	279.56	623.069
3	0	3	287.162	626.07
3	0	3	294.837	628.815
3	0	3	302.579	631.302
3	0	3	310.381	633.531
3	0	3	318.238	635.502
3	0	3	326.143	637.214
3	0	3	334.091	638.666
3	0	3	342.074	639.859
3	0	3	350.088	640.792
3	0	3	358.126	641.464
3	0	3	366.182	641.875
3	0	3	374.25	642.025
3	0	3	382.324	641.913
3	0	3	390.397	641.538
3	0	3	398.465	640.901
3	0	3	406.52	640
3	0	3	414.556	638.836
3	0	3	422.568	637.407
3	0	3	430.549	635.714
3	0	3	438.494	633.756
3	0	3	446.396	631.533
3	0	3	454.249	629.044
3	0	3	462.047	626.288
3	0	3	469.784	623.266
3	0	3	477.454	619.976
